"id_mensagem","id_atendimento","conteudo_texto","data_hora_envio","remetente_tipo","tipo_analise"
7270,243,"ihuu","2026-01-29 11:29:53","Atendente",NULL
7271,243,"Pediu para chamar ele agora","2026-01-29 11:29:54","Cliente",NULL
7272,243,"chamando agr","2026-01-29 11:29:55","Atendente",NULL
7273,358,"Oi","2026-01-29 11:30:01","Cliente",NULL
7274,406,"Enviei pro meu pai vou aguardar retorno dele","2026-01-29 11:30:08","Cliente",NULL
7275,406,"Joia!","2026-01-29 11:30:17","Atendente",NULL
7276,406,"Qualquer duvida, estou a disposição","2026-01-29 11:30:34","Atendente",NULL
7277,406,"Ok","2026-01-29 11:30:38","Cliente",NULL
7278,358,"Conseguiu as fotos da Sportage pra nós?","2026-01-29 11:31:05","Atendente",NULL
7279,412,"Bom dia Julia","2026-01-29 11:31:10","Cliente",NULL
7280,412,"Tem como vc mandar as fotos pra eu ver por gentileza","2026-01-29 11:31:50","Cliente",NULL
7281,412,"Claro, vou te enviar abaixo!","2026-01-29 11:32:01","Atendente",NULL
7282,412,"A Kicks prata está 103 mil km","2026-01-29 11:33:00","Atendente",NULL
7283,412,"Temos uma na cor bronze com 74 mil km","2026-01-29 11:33:16","Atendente",NULL
7284,412,"Queres que te envie de ambas para avaliar?","2026-01-29 11:33:25","Atendente",NULL
7285,412,"Essas não","2026-01-29 11:34:41","Cliente",NULL
7286,412,"Eu vi foi essa","2026-01-29 11:34:52","Cliente",NULL
7287,412,"Sim!","2026-01-29 11:34:58","Atendente",NULL
7288,412,"É essa!","2026-01-29 11:35:05","Atendente",NULL
7289,412,"Sequencia de números 1, 2, 3 e 4 - padrão dos anúncios, mesmos numeros em todos os veiculos","2026-01-29 11:36:41","Atendente",NULL
7290,358,"Esqueci de bater as fotos","2026-01-29 11:37:07","Cliente",NULL
7291,412,"Seu interesse é unicamente em Kicks?","2026-01-29 11:37:30","Atendente",NULL
7292,412,"Ou Tracker","2026-01-29 11:37:47","Cliente",NULL
7293,243,"Kkkkk","2026-01-29 11:37:57","Cliente",NULL
7294,412,"Até quantos kms?","2026-01-29 11:38:02","Atendente",NULL
7295,243,"Os guris põe assim","2026-01-29 11:38:02","Cliente",NULL
7296,243,"1234","2026-01-29 11:38:06","Cliente",NULL
7297,243,"Sim","2026-01-29 11:38:08","Atendente",NULL
7298,243,"E burro","2026-01-29 11:38:09","Cliente",NULL
7299,243,"Eu expliquei","2026-01-29 11:38:10","Atendente",NULL
7300,243,"Ofereceu o de 30 mil km","2026-01-29 11:38:20","Cliente",NULL
7301,243,"Não tem mais","2026-01-29 11:38:32","Atendente",NULL
7302,243,"Bah","2026-01-29 11:38:40","Cliente",NULL
7303,412,"Certo","2026-01-29 11:39:05","Atendente",NULL
7304,412,"E até qual valor pretende investir?","2026-01-29 11:39:17","Atendente",NULL
7305,368,"VOU VER POIS SO TENHO TEMPO LIVRE AOS SABADOS","2026-01-29 11:39:30","Cliente",NULL
7306,412,"Certo!","2026-01-29 11:41:01","Atendente",NULL
7307,412,"Surgindo algo aqui te envio","2026-01-29 11:41:07","Atendente",NULL
7308,368,"Aos sábados atendemos das 8h ás 13h","2026-01-29 11:42:40","Atendente",NULL
7309,358,"Hahahah capaz!!","2026-01-29 11:42:51","Atendente",NULL
7310,368,"VOU VER SE CONSIGO NESSE FINAL DE SEMANA, POIS ESTA CORRIDO A SEMAN","2026-01-29 11:42:59","Cliente",NULL
7311,358,"Se conseguir, me envia hoje 🙏🏻","2026-01-29 11:43:00","Atendente",NULL
7312,358,"Sim","2026-01-29 11:43:11","Cliente",NULL
7313,51,"042.452.660-31","2026-01-29 11:45:35","Cliente",NULL
7314,51,"16/04/1998","2026-01-29 11:45:35","Cliente",NULL
7315,51,"Ela tem CNH","2026-01-29 11:45:35","Cliente",NULL
7316,51,"51 99328-0527","2026-01-29 11:45:35","Cliente",NULL
7317,409,"Gustavo, consegue me enviar teu endereço para por no contrato?","2026-01-29 11:47:09","Atendente",NULL
7318,370,"Estou vendo alguns detalhes junto a embracon. Assim que estiver tudo resolvido te chamo","2026-01-29 11:50:18","Cliente",NULL
7319,409,"Rua Cruzeiro do Sul 2077","2026-01-29 11:54:26","Cliente",NULL
7320,409,"Bloco 8ap403","2026-01-29 11:54:50","Cliente",NULL
7321,51,"SANTANDER NAO APROVOU","2026-01-29 11:58:26","Atendente",NULL
7322,51,"Só aprovou no c6 e pan","2026-01-29 12:05:16","Atendente",NULL
7323,51,"Pan pediu 35 mil de entrada","2026-01-29 12:05:21","Atendente",NULL
7324,368,"Tá bem","2026-01-29 12:08:42","Atendente",NULL
7325,368,"Vamos nos falando","2026-01-29 12:08:46","Atendente",NULL
7326,358,"Combinado","2026-01-29 12:08:52","Atendente",NULL
7327,370,"Combinado","2026-01-29 12:08:59","Atendente",NULL
7328,51,"Com 11 de entrada tb?","2026-01-29 12:13:04","Atendente",NULL
7329,409,"Confirma se os dados estão todos corretos","2026-01-29 12:16:30","Atendente",NULL
7330,402,"Uma Mercedes e 350 2006 2007","2026-01-29 12:24:47","Cliente",NULL
7331,51,"Fechei as portas","2026-01-29 12:25:05","Atendente",NULL
7332,51,"Mt vento","2026-01-29 12:25:08","Atendente",NULL
7333,51,"Balançando mt","2026-01-29 12:25:15","Atendente",NULL
7334,51,"Assim q passar abro dnv","2026-01-29 12:25:19","Atendente",NULL
7335,409,"Isso","2026-01-29 12:31:08","Cliente",NULL
7336,409,"Consegue assinar via gov?","2026-01-29 12:35:01","Atendente",NULL
7337,409,"Sim","2026-01-29 12:41:45","Cliente",NULL
7338,368,"Ok","2026-01-29 12:43:28","Cliente",NULL
7339,413,"Me passa algumas fotos por gentileza","2026-01-29 12:44:00","Cliente",NULL
7340,414,"Olá! Quero comprar o Creta com a Snick Motors.","2026-01-29 13:12:32","Cliente",NULL
7341,414,"Está bonita! Qual kilometragem?","2026-01-29 13:12:47","Cliente",NULL
7342,413,"CRETA 20A PRESTI - 2017/2018
80 mil km
Segundo dono
R$ 97.900,00","2026-01-29 13:13:29","Atendente",NULL
7343,413,"IPVA 2026 pago","2026-01-29 13:13:29","Atendente",NULL
7344,415,"Olá! Quero comprar a Chevrolet Spin com a Snick Motors","2026-01-29 13:17:04","Cliente",NULL
7345,414,"Oi, Cláudio","2026-01-29 13:25:11","Atendente",NULL
7346,414,"Boa tarde!","2026-01-29 13:25:13","Atendente",NULL
7347,414,"Tudo bem?","2026-01-29 13:25:15","Atendente",NULL
7348,414,"Aqui é Julia, consultora de vendas da Snick Motors","2026-01-29 13:25:25","Atendente",NULL
7349,414,"Sim, está em excelente estado de conservação","2026-01-29 13:25:34","Atendente",NULL
7350,414,"Apenas 80 mil km","2026-01-29 13:25:37","Atendente",NULL
7351,414,"Posso te passar mais fotos?","2026-01-29 13:25:45","Atendente",NULL
7352,415,"Boa tarde, Marcus","2026-01-29 13:26:01","Atendente",NULL
7353,415,"Tudo bem?","2026-01-29 13:26:02","Atendente",NULL
7354,415,"Me chamo Julia, sou consultora de vendas da Snick Motors","2026-01-29 13:26:13","Atendente",NULL
7355,415,"A Spin está disponível","2026-01-29 13:26:17","Atendente",NULL
7356,415,"Posso te passar mais fotos e informações?","2026-01-29 13:26:22","Atendente",NULL
7357,415,"Ia mesmo pedir","2026-01-29 13:26:32","Cliente",NULL
7358,414,"Pode sim. Por favor","2026-01-29 13:31:16","Cliente",NULL
7359,415,"??","2026-01-29 13:36:14","Cliente",NULL
7360,414,"CRETA 20A PRESTI - 2017/2018
80 mil km
Segundo dono
R$ 97.900,00","2026-01-29 13:37:12","Atendente",NULL
7361,414,"IPVA 2026 pago","2026-01-29 13:37:12","Atendente",NULL
7362,415,"Chevrolet Spin 1.8 Active - 2017/17
140 mil km
5 lugares

R$ 54.900 - REPASSE","2026-01-29 13:37:24","Atendente",NULL
7363,414,"Como está de pneus?
O envelopamento do teto está ok. Te pergunto porque fui ver uma aqui em santa cruz e o envelopamento estava com muitas fissuras. Tbm notei um furo no couro do banco do motorista ..","2026-01-29 13:43:29","Cliente",NULL
7364,414,"O carro está em excelente estado de conservação","2026-01-29 13:46:05","Atendente",NULL
7365,414,"Boa de pneus, bancos em perfeito estado, teto também","2026-01-29 13:46:16","Atendente",NULL
7366,414,"Muito nova!","2026-01-29 13:46:28","Atendente",NULL
7367,414,"Vou a Porto no sábado. Qual horário de funcionamento ai","2026-01-29 13:48:13","Cliente",NULL
7368,414,"Aos sábados das 8h ás 13h","2026-01-29 13:48:24","Atendente",NULL
7369,414,"Me parece ter um furo aqui","2026-01-29 13:48:34","Cliente",NULL
7370,51,"Me parece ter um furo aqui","2026-01-29 13:48:48","Atendente",NULL
7371,51,"São chatos né","2026-01-29 13:48:53","Atendente",NULL
7372,51,"Olha isso","2026-01-29 13:48:55","Atendente",NULL
7373,51,"Kkkkk","2026-01-29 13:48:57","Atendente",NULL
7374,414,"Esse valor negociável? Achei um pouco elevado para 2017","2026-01-29 13:49:20","Cliente",NULL
7375,362,"Me parece ter um furo aqui","2026-01-29 13:49:59","Atendente",NULL
7376,51,"Eu nem vou falar","2026-01-29 13:50:46","Atendente",NULL
7377,51,"Se não, ele nem vem","2026-01-29 13:50:52","Atendente",NULL
7378,51,"Se tá incomodando com isso kkkkk","2026-01-29 13:51:05","Atendente",NULL
7379,362,"Do motorista","2026-01-29 13:52:40","Atendente",NULL
7380,362,"Obrigada","2026-01-29 13:56:06","Atendente",NULL
7381,51,"O teto solar é eletrico?","2026-01-29 13:57:48","Atendente",NULL
7382,51,"De qual carro","2026-01-29 13:58:11","Cliente",NULL
7383,51,"Da Creta","2026-01-29 13:58:21","Atendente",NULL
7384,51,"Ela não tem teto","2026-01-29 13:59:10","Cliente",NULL
7385,51,"Suspeitei desde o principio","2026-01-29 13:59:46","Atendente",NULL
7386,51,"Kkk","2026-01-29 13:59:48","Atendente",NULL
7387,413,"Vou solicitar correção. Ela não tem teto!","2026-01-29 14:00:00","Atendente",NULL
7388,414,"Sim.","2026-01-29 14:00:44","Cliente",NULL
7389,51,"Pedi pra corrigirem","2026-01-29 14:00:47","Atendente",NULL
7390,416,"Olá! Quero comprar a Chevrolet Spin com a Snick Motors","2026-01-29 14:00:52","Cliente",NULL
7391,416,"Qual a km?","2026-01-29 14:00:56","Cliente",NULL
7392,414,"Te comunico se der pra eu ver no sabado","2026-01-29 14:01:04","Cliente",NULL
7393,416,"Boa tarde, Fabio","2026-01-29 14:05:25","Atendente",NULL
7394,416,"Tudo bem?","2026-01-29 14:05:27","Atendente",NULL
7395,416,"Me chamo Julia, sou consultora de vendas da Snick Motors","2026-01-29 14:05:38","Atendente",NULL
7396,416,"A Spin está com 140 mil km","2026-01-29 14:05:48","Atendente",NULL
7397,417,"Só o primeiro ano que eu tive com ela .","2026-01-29 14:06:56","Cliente",NULL
7398,417,"Certo","2026-01-29 14:07:36","Atendente",NULL
7399,414,"Então, esse valor está bem alinhado com o que o carro entrega.
É uma Creta 2017/18 com KM muito baixa para o ano (80 mil km), segundo dono, carro em estado de novo e ainda com IPVA 2026 já pago.
Tudo isso acaba justificando o valor anunciado.","2026-01-29 14:07:58","Atendente",NULL
7400,414,"Claro que, vindo ver o carro pessoalmente, a gente sempre pode conversar e avaliar uma condição, mas já te adianto que é um veículo diferenciado dentro da categoria.","2026-01-29 14:08:16","Atendente",NULL
7401,396,"boa tarde","2026-01-29 14:09:19","Cliente",NULL
7402,396,"obrigada","2026-01-29 14:09:19","Cliente",NULL
7403,414,"Certo 👍
Como o carro é consignado e não fica na loja, preciso que tu me avise com antecedência pra eu conseguir organizar e trazer o veículo.

Assim que confirmar se consegue vir no sábado, me chama, que eu agendo o horário e deixo tudo pronto pra te atender.","2026-01-29 14:09:33","Atendente",NULL
7404,243,"Chegou encomendinha","2026-01-29 15:00:23","Atendente",NULL
7405,243,"Por vias de duvidas, guardei 😅","2026-01-29 15:00:46","Atendente",NULL
7406,243,"Ah bom","2026-01-29 15:01:37","Atendente",NULL
7407,243,"Kkkk","2026-01-29 15:01:38","Atendente",NULL
7408,243,"Mas já to treinada","2026-01-29 15:01:42","Atendente",NULL
7409,243,"kkkk","2026-01-29 15:01:43","Atendente",NULL
7410,332,"Oii","2026-01-29 15:25:24","Atendente",NULL
7411,332,"Finalizou agora o contrato","2026-01-29 15:25:30","Atendente",NULL
7412,409,"Assim q eu sair do serviço já levo ela aí","2026-01-29 16:11:18","Cliente",NULL
7413,409,"Certo","2026-01-29 16:12:50","Atendente",NULL
7414,418,"Já realizei a compra","2026-01-29 17:08:29","Cliente",NULL
7415,413,"Oi, Marcelo","2026-01-29 17:26:15","Atendente",NULL
7416,413,"Sem teto não interessa pra você?","2026-01-29 17:26:24","Atendente",NULL
7417,413,"Não obrigado","2026-01-29 17:32:23","Cliente",NULL
7418,397,"Teria fazer descarbonização no motor e trocar kit correia dentada","2026-01-29 17:47:23","Cliente",NULL
7419,397,"Boa tarde","2026-01-29 17:47:27","Cliente",NULL
7420,397,"Pessoal me passou","2026-01-29 17:47:30","Cliente",NULL
7421,397,"Boa tarde!","2026-01-29 17:47:38","Atendente",NULL
7422,397,"Aqui","2026-01-29 17:47:47","Atendente",NULL
7423,397,"Te comentei isso ontem","2026-01-29 17:47:53","Atendente",NULL
7424,397,"😅😅😅","2026-01-29 17:47:58","Atendente",NULL
7425,397,"Ta bem","2026-01-29 17:48:04","Cliente",NULL
7426,397,"Só pra relatar mesmo","2026-01-29 17:48:16","Cliente",NULL
7427,397,"Sim, sim","2026-01-29 17:48:29","Atendente",NULL
7428,397,"Aí já dá pra passar para o mecânico e ele vai direto ao ponto","2026-01-29 17:48:31","Cliente",NULL
7429,397,"Eu que pedi para eles darem uma olhada nisso, nosso mecanico aqui nos passou que podia ter acontecido isso","2026-01-29 17:48:56","Atendente",NULL
7430,397,"Sim!","2026-01-29 17:49:02","Atendente",NULL
7431,409,"A caminho","2026-01-29 17:58:01","Cliente",NULL
7432,399,"Boa tarde! Tudo bem?

Desculpa incomodar!

Tu sabes algo sobre isso? Se é veridico?","2026-01-29 18:05:01","Atendente",NULL
7433,419,"https://www.santander.com.br/hotsite/santanderfinanciamentos/financiamento-entre-particulares.html","2026-01-29 18:05:33","Cliente",NULL
7434,399,"Quem te passou isso ?","2026-01-29 18:05:34","Cliente",NULL
7435,399,"Despachante","2026-01-29 18:05:43","Atendente",NULL
7436,419,"🤔🤔🤔","2026-01-29 18:06:24","Atendente",NULL
7437,419,"Eita!","2026-01-29 18:08:35","Atendente",NULL
7438,399,"Tá bem","2026-01-29 18:13:58","Atendente",NULL
7439,399,"Fico no aguardo","2026-01-29 18:14:01","Atendente",NULL
7440,399,"Pois é, isso que achamos estranho também","2026-01-29 18:17:01","Atendente",NULL
7441,399,"Sem contar que se for assim, nem entregas nos sábados poderemos fazer depois","2026-01-29 18:17:18","Atendente",NULL
7442,399,"Não faz muito sentido","2026-01-29 18:17:23","Atendente",NULL
7443,399,"Por isso te chamei para ver se sabia de algo","2026-01-29 18:17:32","Atendente",NULL
7444,51,"Ai simmm","2026-01-29 22:57:17","Atendente",NULL
7445,51,"kkkkk","2026-01-29 23:01:44","Atendente",NULL
7446,224,"Bom dia, Sonia! Tudo bem?","2026-01-30 09:24:56","Atendente",NULL
7447,224,"Ainda está na busca de um novo veiculo, ou já realizou a compra?","2026-01-30 09:25:12","Atendente",NULL
7448,224,"Recebi uma Spacefox em estoque","2026-01-30 09:25:20","Atendente",NULL
7449,420,"O que ?","2026-01-30 09:34:49","Cliente",NULL
7450,420,"Bom dia","2026-01-30 09:34:56","Cliente",NULL
7451,420,"Nao sou Gabriek","2026-01-30 09:35:01","Cliente",NULL
7452,420,"Nem conheço ninguém com esse nome","2026-01-30 09:44:30","Cliente",NULL
7453,224,"onde se localiza? abrem aos sabados?","2026-01-30 10:06:57","Cliente",NULL
7454,224,"Sábados das 8h ás 13h","2026-01-30 10:07:26","Atendente",NULL
7455,51,"980547314","2026-01-30 10:13:12","Cliente",NULL
7456,224,"que valor stao pedindo?? km?  este lataria seria batida??","2026-01-30 10:13:50","Cliente",NULL
7457,224,"Não é batida não","2026-01-30 10:14:45","Atendente",NULL
7458,224,"Alguns detalhes somente","2026-01-30 10:14:52","Atendente",NULL
7459,224,"Posso te enviar um video se quiseres","2026-01-30 10:14:58","Atendente",NULL
7460,224,"Estamos pedindo R$ 44.900,00","2026-01-30 10:15:07","Atendente",NULL
7461,224,"A Fipe está R$ 52.000,00","2026-01-30 10:15:15","Atendente",NULL
7462,224,"Está com 155 mil km","2026-01-30 10:15:33","Atendente",NULL
7463,224,"ah entendi encosta outra poeta raspinha daqui arranhaozinho dali!!","2026-01-30 10:16:00","Cliente",NULL
7464,224,"podes mandar video?!","2026-01-30 10:16:15","Cliente",NULL
7465,406,"Bom dia! Tudo bem?","2026-01-30 10:16:24","Atendente",NULL
7466,224,"Claro, vou gravar agora e te envio já","2026-01-30 10:16:32","Atendente",NULL
7467,243,"Oii","2026-01-30 11:44:19","Cliente",NULL
7468,243,"Não entrou 1.500","2026-01-30 11:44:23","Cliente",NULL
7469,243,"De retorno","2026-01-30 11:44:26","Cliente",NULL
7470,243,"Oii","2026-01-30 11:44:26","Atendente",NULL
7471,243,"Ué!","2026-01-30 11:44:31","Atendente",NULL
7472,243,"Aparece no site 1.500","2026-01-30 11:44:39","Atendente",NULL
7473,243,"Olha ali se aparece esse valor","2026-01-30 11:44:48","Cliente",NULL
7474,243,"Perguntar para o chá de merda","2026-01-30 11:44:56","Cliente",NULL
7475,243,"Sim, pois é","2026-01-30 11:47:41","Atendente",NULL
7476,243,"Perguntou ?","2026-01-30 11:47:56","Cliente",NULL
7477,243,"Claiton disse que tem descontos","2026-01-30 11:48:41","Atendente",NULL
7478,403,"Nós somos de Canoas, no bairro Niterói","2026-01-30 12:03:44","Atendente",NULL
7479,403,"Qual seu nome?","2026-01-30 12:03:55","Atendente",NULL
7480,51,"Ok","2026-01-30 12:06:57","Atendente",NULL
7481,381,"Bom dia!","2026-01-30 12:07:21","Atendente",NULL
7482,381,"*F7 MECÂNICA AUTOMOTIVA*
Nosso horário de atendimento é de segunda à sexta, de 8:00 às 18h com intervalo entre 12h às 13h30.
Agradecemos sua mensagem, entraremos em contato assim que possível.","2026-01-30 12:07:24","Cliente",NULL
7483,381,"Alguma atualização do Onix vermelho?","2026-01-30 12:07:34","Atendente",NULL
7484,243,"Bora vender","2026-01-30 12:07:52","Cliente",NULL
7485,381,"Ele ta em teste , a principio não deu mais a falha","2026-01-30 12:07:57","Cliente",NULL
7486,381,"mas to testando bem pra não entregar e daqui a pouco acender a luza de novo","2026-01-30 12:08:20","Cliente",NULL
7487,381,"mas se até o final do dia não falhar eu entrego hoje","2026-01-30 12:08:41","Cliente",NULL
7488,243,"Amém","2026-01-30 12:08:46","Atendente",NULL
7489,381,"Bem tranquilo","2026-01-30 12:08:51","Atendente",NULL
7490,381,"Sem pressa","2026-01-30 12:08:53","Atendente",NULL
7491,381,"Testar bastante p não voltar kkk","2026-01-30 12:09:00","Atendente",NULL
7492,381,"Só p ir atualizando o cliente mesmo","2026-01-30 12:09:10","Atendente",NULL
7493,51,"Ele ta em teste , a principio não deu mais a falha","2026-01-30 12:09:23","Atendente",NULL
7494,51,"mas to testando bem pra não entregar e daqui a pouco acender a luza de novo","2026-01-30 12:09:23","Atendente",NULL
7495,51,"mas se até o final do dia não falhar eu entrego hoje","2026-01-30 12:09:23","Atendente",NULL
7496,403,"Ronei","2026-01-30 12:18:25","Cliente",NULL
7497,403,"Como posso ajuda-lo, Ronei?","2026-01-30 12:18:44","Atendente",NULL
7498,403,"Entendi","2026-01-30 12:29:24","Cliente",NULL
7499,403,"É interessante para você?","2026-01-30 12:33:12","Atendente",NULL
7500,51,"Um amassado pequeno na tampa traseira e um raspado na porta trás le e pintar a parte superior da tampa mala","2026-01-30 12:42:54","Atendente",NULL
7501,51,"Cliente falou q é só","2026-01-30 12:44:45","Atendente",NULL
7502,51,"O anuncio é de canoas","2026-01-30 12:47:32","Atendente",NULL
7503,403,"A spim é 5 lugares ou 7","2026-01-30 12:51:39","Cliente",NULL
7504,421,"Olá! Quero comprar o Creta com a Snick Motors.","2026-01-30 12:51:59","Cliente",NULL
7505,403,"5 lugares","2026-01-30 12:52:10","Atendente",NULL
7506,421,"Boa tarde, Alessandra","2026-01-30 12:52:19","Atendente",NULL
7507,421,"Tudo bem?","2026-01-30 12:52:21","Atendente",NULL
7508,421,"Me chamo Julia, sou consultora de vendas da Snick Motors","2026-01-30 12:52:29","Atendente",NULL
7509,421,"A Creta está disponível. Posso te enviar mais fotos e informações?","2026-01-30 12:52:40","Atendente",NULL
7510,51,"Acabei de sentar aq p comer","2026-01-30 12:57:32","Atendente",NULL
7511,51,"Pede p Gil ver","2026-01-30 12:57:41","Atendente",NULL
7512,51,"Ensinei ele já","2026-01-30 12:57:45","Atendente",NULL
7513,51,"Top blz","2026-01-30 12:57:50","Cliente",NULL
7514,403,"Hum","2026-01-30 12:59:20","Cliente",NULL
7515,403,"Preciso uma d 7","2026-01-30 12:59:32","Cliente",NULL
7516,421,"oi sim","2026-01-30 13:01:51","Cliente",NULL
7517,421,"CRETA 20A PRESTI - 2017/2018
80 mil km
Segundo dono
R$ 97.900,00","2026-01-30 13:03:00","Atendente",NULL
7518,421,"IPVA 2026 pago","2026-01-30 13:03:01","Atendente",NULL
7519,403,"Ah, sim","2026-01-30 13:03:05","Atendente",NULL
7520,403,"No momento não tenho nenhuma no estoque","2026-01-30 13:03:12","Atendente",NULL
7521,403,"Mas, assim que surgir, eu te envio","2026-01-30 13:03:20","Atendente",NULL
7522,403,"Show","2026-01-30 13:08:50","Cliente",NULL
7523,397,"Oi, Marcelo","2026-01-30 13:46:24","Atendente",NULL
7524,397,"Boa tardem","2026-01-30 13:46:26","Atendente",NULL
7525,421,"sabe me dizer como é de consumo?","2026-01-30 13:55:22","Cliente",NULL
7526,421,"eu tenho um new fiesta 2014 para negociação","2026-01-30 13:55:57","Cliente",NULL
7527,421,"Manual?","2026-01-30 13:57:38","Atendente",NULL
7528,421,"sim","2026-01-30 13:58:36","Cliente",NULL
7529,421,"Uma média de 10km a 12km - acredito que seja bem proximo ao consumo do seu atual","2026-01-30 13:59:34","Atendente",NULL
7530,421,"Show!","2026-01-30 13:59:41","Atendente",NULL
7531,421,"Você é de Canoas?","2026-01-30 13:59:46","Atendente",NULL
7532,421,"NH mas trabalho em Canoas","2026-01-30 14:00:04","Cliente",NULL
7533,421,"Maravilha, ótimo!","2026-01-30 14:00:34","Atendente",NULL
7534,421,"E como está sua disponibilidade para vir até a loja?","2026-01-30 14:00:44","Atendente",NULL
7535,421,"Assim pode fazer um test-drive na Creta, e avaliamos o seu veículo","2026-01-30 14:01:02","Atendente",NULL
7536,421,"na próxima semana na terça","2026-01-30 14:01:35","Cliente",NULL
7537,421,"consigo simular através do CPF?","2026-01-30 14:01:50","Cliente",NULL
7538,421,"para ter uma base de entrada, parcelas...","2026-01-30 14:02:01","Cliente",NULL
7539,421,"Claro! Simulo sim","2026-01-30 14:02:15","Atendente",NULL
7540,421,"Preciso do seu CPF e data de nascimento","2026-01-30 14:02:24","Atendente",NULL
7541,421,"Cleusa stopassola da Silva","2026-01-30 14:03:06","Cliente",NULL
7542,421,"22 11 2963","2026-01-30 14:03:06","Cliente",NULL
7543,421,"388 873 470 34","2026-01-30 14:03:06","Cliente",NULL
7544,421,"Ano 1963","2026-01-30 14:03:24","Cliente",NULL
7545,421,"Ah, sim","2026-01-30 14:03:26","Atendente",NULL
7546,421,"Não é em seu nome","2026-01-30 14:03:31","Atendente",NULL
7547,421,"Sogra","2026-01-30 14:03:36","Cliente",NULL
7548,421,"Neste caso preciso também do número celular","2026-01-30 14:03:41","Atendente",NULL
7549,421,"Ela tem CNH?","2026-01-30 14:03:47","Atendente",NULL
7550,421,"Sim","2026-01-30 14:03:52","Cliente",NULL
7551,421,"Os bancos pedem na simulação","2026-01-30 14:03:55","Atendente",NULL
7552,421,"Tranquilo","2026-01-30 14:04:02","Cliente",NULL
7553,421,"Certo","2026-01-30 14:04:25","Atendente",NULL
7554,421,"51992576482","2026-01-30 14:04:33","Cliente",NULL
7555,421,"Vou simular aqui, e te retorno na sequencia","2026-01-30 14:04:48","Atendente",NULL
7556,421,"Ok","2026-01-30 14:04:52","Cliente",NULL
7557,422,"Oi sim","2026-01-30 14:11:32","Cliente",NULL
7558,422,"Vi que marcou como pendente","2026-01-30 14:11:43","Atendente",NULL
7559,422,"Ainda está disponivel?","2026-01-30 14:11:48","Atendente",NULL
7560,421,"Alessandra, neste CPF não consegui liberação de crédito em nenhum banco, infelizmente","2026-01-30 14:12:28","Atendente",NULL
7561,421,"Tem algum outro que possamos simular?","2026-01-30 14:12:39","Atendente",NULL
7562,422,"Está disponível","2026-01-30 14:12:44","Cliente",NULL
7563,421,"por renda será? ou por negativado?","2026-01-30 14:12:56","Cliente",NULL
7564,422,"Certo","2026-01-30 14:12:57","Atendente",NULL
7565,422,"Sou lojista","2026-01-30 14:13:00","Atendente",NULL
7566,421,"estranho","2026-01-30 14:13:04","Cliente",NULL
7567,422,"Tenho um cliente que está buscando uma","2026-01-30 14:13:08","Atendente",NULL
7568,422,"Vou ver se essa sua interessa ele, e te retorno","2026-01-30 14:13:24","Atendente",NULL
7569,421,"Aqui pra gente não mostra o motivo da recusa","2026-01-30 14:13:52","Atendente",NULL
7570,421,"Ela tem algum outro financiamento ativo?","2026-01-30 14:14:05","Atendente",NULL
7571,421,"sim","2026-01-30 14:14:34","Cliente",NULL
7572,421,"moto","2026-01-30 14:14:39","Cliente",NULL
7573,421,"Pode ser isso","2026-01-30 14:14:55","Atendente",NULL
7574,421,"Comprometimento de renda","2026-01-30 14:15:02","Atendente",NULL
7575,421,"tenho do meu esposo, mas acho que não vai passar","2026-01-30 14:15:18","Cliente",NULL
7576,421,"podemos tentar","2026-01-30 14:15:21","Cliente",NULL
7577,421,"Claro","2026-01-30 14:15:31","Atendente",NULL
7578,421,"Me envia que eu simulo aqui","2026-01-30 14:15:35","Atendente",NULL
7579,421,"CPF 003.602.700-69 André Luis da Silva Soares 21/12/1982","2026-01-30 14:16:10","Cliente",NULL
7580,421,"51982057599","2026-01-30 14:16:49","Cliente",NULL
7581,421,"Vou simular agora","2026-01-30 14:18:47","Atendente",NULL
7582,422,"Eu tenho uma aqui também que já teve GNV, mas o cliente não quer","2026-01-30 14:21:09","Atendente",NULL
7583,422,"Também estamos vendendo bem abaixo da Fipe","2026-01-30 14:21:18","Atendente",NULL
7584,422,"Vamos tentar essa prata","2026-01-30 14:21:26","Atendente",NULL
7585,422,"Ok","2026-01-30 14:22:11","Cliente",NULL
7586,421,"Não consegui aprovar","2026-01-30 14:25:16","Atendente",NULL
7587,421,"tranquilo agradeço!","2026-01-30 14:25:34","Cliente",NULL
7588,423,"não vai passar","2026-01-30 14:26:34","Cliente",NULL
7589,423,"Ah, que pena!","2026-01-30 14:26:52","Atendente",NULL
7590,243,"Foi a plaquinha da loja","2026-01-30 14:57:06","Cliente",NULL
7591,243,"No carro","2026-01-30 14:57:12","Cliente",NULL
7592,243,"Que saiu dai agora","2026-01-30 14:57:16","Cliente",NULL
7593,243,"Tem que pedir para se ligar nisso","2026-01-30 14:57:22","Cliente",NULL
7594,243,"Bah, eu que entreguei","2026-01-30 14:57:33","Atendente",NULL
7595,243,"Tô seguindo ela","2026-01-30 14:57:39","Cliente",NULL
7596,243,"Não me lembrei","2026-01-30 14:57:40","Atendente",NULL
7597,243,"Desculpa!","2026-01-30 14:57:51","Atendente",NULL
7598,243,"Parou no posto","2026-01-30 14:58:12","Cliente",NULL
7599,243,"Ufa!","2026-01-30 14:58:31","Atendente",NULL
